lon,lat,value
-148.5254669189453,64.68373107910156,64.68373107910156
-148.46865844726562,64.68391418457031,64.68391418457031
-148.41184997558594,64.68408203125,64.68408203125
-148.3550262451172,64.68421936035156,64.68421936035156
-148.2982177734375,64.68434143066406,64.68434143066406
-148.2414093017578,64.68444061279297,64.68444061279297
-148.18460083007812,64.68451690673828,64.68451690673828
-148.12779235839844,64.68457794189453,64.68457794189453
-148.07098388671875,64.68461608886719,64.68461608886719
-148.01417541503906,64.68462371826172,64.68462371826172
-147.9573516845703,64.68461608886719,64.68461608886719
-147.90054321289062,64.6845932006836,64.6845932006836
-147.84373474121094,64.6845474243164,64.6845474243164
-147.78692626953125,64.68447875976562,64.68447875976562
-147.73011779785156,64.68438720703125,64.68438720703125
-147.67330932617188,64.68428039550781,64.68428039550781
-147.61648559570312,64.68415069580078,64.68415069580078
-147.55967712402344,64.68399810791016,64.68399810791016
-147.50286865234375,64.68382263183594,64.68382263183594
-147.44606018066406,64.68363189697266,64.68363189697266
-148.52590942382812,64.70802307128906,64.70802307128906
-148.46905517578125,64.70820617675781,64.70820617675781
-148.41220092773438,64.7083740234375,64.7083740234375
-148.3553466796875,64.70851135253906,64.70851135253906
-148.29847717285156,64.70863342285156,64.70863342285156
-148.2416229248047,64.70873260498047,64.70873260498047
-148.1847686767578,64.70880889892578,64.70880889892578
-148.12789916992188,64.70886993408203,64.70886993408203
-148.071044921875,64.70890808105469,64.70890808105469
-148.01417541503906,64.70892333984375,64.70892333984375
-147.9573211669922,64.70891571044922,64.70891571044922
-147.9004669189453,64.7088851928711,64.7088851928711
-147.84359741210938,64.7088394165039,64.7088394165039
-147.7867431640625,64.70877075195312,64.70877075195312
-147.72987365722656,64.70867919921875,64.70867919921875
-147.6730194091797,64.70857238769531,64.70857238769531
-147.6161651611328,64.70844268798828,64.70844268798828
-147.55929565429688,64.70829010009766,64.70829010009766
-147.50244140625,64.70811462402344,64.70811462402344
-147.44558715820312,64.70792388916016,64.70792388916016
-148.5263671875,64.73231506347656,64.73231506347656
-148.46946716308594,64.73249816894531,64.73249816894531
-148.4125518798828,64.73265838623047,64.73265838623047
-148.35565185546875,64.73280334472656,64.73280334472656
-148.29873657226562,64.73292541503906,64.73292541503906
-148.24183654785156,64.73301696777344,64.73301696777344
-148.18492126464844,64.73310089111328,64.73310089111328
-148.1280059814453,64.733154296875,64.733154296875
-148.07110595703125,64.73319244384766,64.73319244384766
-148.01419067382812,64.73320770263672,64.73320770263672
-147.957275390625,64.73320007324219,64.73320007324219
-147.90037536621094,64.7331771850586,64.7331771850586
-147.8434600830078,64.7331314086914,64.7331314086914
-147.78656005859375,64.73306274414062,64.73306274414062
-147.72964477539062,64.73297119140625,64.73297119140625
-147.6727294921875,64.73286437988281,64.73286437988281
-147.61582946777344,64.73272705078125,64.73272705078125
-147.5589141845703,64.73257446289062,64.73257446289062
-147.50201416015625,64.73240661621094,64.73240661621094
-147.4451141357422,64.73220825195312,64.73220825195312
-148.52682495117188,64.75660705566406,64.75660705566406
-148.46986389160156,64.75679016113281,64.75679016113281
-148.4129180908203,64.75695037841797,64.75695037841797
-148.35595703125,64.75709533691406,64.75709533691406
-148.2989959716797,64.75720977783203,64.75720977783203
-148.24203491210938,64.75730895996094,64.75730895996094
-148.18508911132812,64.75738525390625,64.75738525390625
-148.1281280517578,64.7574462890625,64.7574462890625
-148.0711669921875,64.75748443603516,64.75748443603516
-148.0142059326172,64.75749969482422,64.75749969482422
-147.95724487304688,64.75749206542969,64.75749206542969
-147.90028381347656,64.7574691772461,64.7574691772461
-147.84332275390625,64.75741577148438,64.75741577148438
-147.786376953125,64.75735473632812,64.75735473632812
-147.7294158935547,64.75726318359375,64.75726318359375
-147.67245483398438,64.75714874267578,64.75714874267578
-147.61549377441406,64.75701904296875,64.75701904296875
-147.55853271484375,64.75686645507812,64.75686645507812
-147.5015869140625,64.75669860839844,64.75669860839844
-147.4446258544922,64.75650024414062,64.75650024414062
-148.52728271484375,64.7808837890625,64.7808837890625
-148.47027587890625,64.78107452392578,64.78107452392578
-148.41326904296875,64.78123474121094,64.78123474121094
-148.35626220703125,64.78137969970703,64.78137969970703
-148.29925537109375,64.78150177001953,64.78150177001953
-148.24224853515625,64.78160095214844,64.78160095214844
-148.18524169921875,64.78168487548828,64.78168487548828
-148.12823486328125,64.78173828125,64.78173828125
-148.07122802734375,64.78176879882812,64.78176879882812
-148.01422119140625,64.78178405761719,64.78178405761719
-147.95721435546875,64.78178405761719,64.78178405761719
-147.90020751953125,64.78175354003906,64.78175354003906
-147.8431854248047,64.78170776367188,64.78170776367188
-147.7861785888672,64.78164672851562,64.78164672851562
-147.7291717529297,64.78155517578125,64.78155517578125
-147.6721649169922,64.78144073486328,64.78144073486328
-147.6151580810547,64.78131103515625,64.78131103515625
-147.5581512451172,64.7811508178711,64.7811508178711
-147.5011444091797,64.7809829711914,64.7809829711914
-147.44415283203125,64.78079223632812,64.78079223632812
-148.52774047851562,64.80517578125,64.80517578125
-148.47068786621094,64.80535888671875,64.80535888671875
-148.41363525390625,64.80552673339844,64.80552673339844
-148.3565673828125,64.8056640625,64.8056640625
-148.2995147705078,64.8057861328125,64.8057861328125
-148.24246215820312,64.80589294433594,64.80589294433594
-148.18540954589844,64.80596923828125,64.80596923828125
-148.1283416748047,64.8060302734375,64.8060302734375
-148.0712890625,64.80606079101562,64.80606079101562
-148.0142364501953,64.80607604980469,64.80607604980469
-147.95716857910156,64.80607604980469,64.80607604980469
-147.90011596679688,64.80604553222656,64.80604553222656
-147.8430633544922,64.80599975585938,64.80599975585938
-147.78599548339844,64.8059310913086,64.8059310913086
-147.72894287109375,64.80583953857422,64.80583953857422
-147.67189025878906,64.80573272705078,64.80573272705078
-147.6148223876953,64.80560302734375,64.80560302734375
-147.55776977539062,64.80545043945312,64.80545043945312
-147.50071716308594,64.8052749633789,64.8052749633789
-147.44366455078125,64.80508422851562,64.80508422851562
-148.5281982421875,64.8294677734375,64.8294677734375
-148.47108459472656,64.82965087890625,64.82965087890625
-148.4139862060547,64.8298110961914,64.8298110961914
-148.3568878173828,64.8299560546875,64.8299560546875
-148.29977416992188,64.830078125,64.830078125
-148.24267578125,64.8301773071289,64.8301773071289
-148.18556213378906,64.83025360107422,64.83025360107422
-148.1284637451172,64.83031463623047,64.83031463623047
-148.07135009765625,64.83035278320312,64.83035278320312
-148.0142364501953,64.83036804199219,64.83036804199219
-147.95713806152344,64.83036041259766,64.83036041259766
-147.9000244140625,64.83033752441406,64.83033752441406
-147.84292602539062,64.83028411865234,64.83028411865234
-147.7858123779297,64.83021545410156,64.83021545410156
-147.7287139892578,64.83012390136719,64.83012390136719
-147.67160034179688,64.83001708984375,64.83001708984375
-147.614501953125,64.82988739013672,64.82988739013672
-147.55738830566406,64.8297348022461,64.8297348022461
-147.5002899169922,64.82955932617188,64.82955932617188
-147.44317626953125,64.82936096191406,64.82936096191406
-148.52865600585938,64.85375213623047,64.85375213623047
-148.47149658203125,64.85393524169922,64.85393524169922
-148.4143524169922,64.8541030883789,64.8541030883789
-148.35719299316406,64.85424041748047,64.85424041748047
-148.30003356933594,64.85436248779297,64.85436248779297
-148.2428741455078,64.85446166992188,64.85446166992188
-148.18572998046875,64.85453796386719,64.85453796386719
-148.12857055664062,64.85459899902344,64.85459899902344
-148.0714111328125,64.8546371459961,64.8546371459961
-148.01425170898438,64.85465240478516,64.85465240478516
-147.95709228515625,64.85464477539062,64.85464477539062
-147.8999481201172,64.85462188720703,64.85462188720703
-147.84278869628906,64.85457611083984,64.85457611083984
-147.78562927246094,64.85450744628906,64.85450744628906
-147.7284698486328,64.85441589355469,64.85441589355469
-147.6713104248047,64.85430908203125,64.85430908203125
-147.61416625976562,64.85417175292969,64.85417175292969
-147.5570068359375,64.85401916503906,64.85401916503906
-147.49984741210938,64.85384368896484,64.85384368896484
-147.4427032470703,64.85365295410156,64.85365295410156
-148.52911376953125,64.87803649902344,64.87803649902344
-148.47190856933594,64.87821960449219,64.87821960449219
-148.41470336914062,64.87838745117188,64.87838745117188
-148.3574981689453,64.87853240966797,64.87853240966797
-148.30029296875,64.87864685058594,64.87864685058594
-148.2430877685547,64.87875366210938,64.87875366210938
-148.18588256835938,64.87882995605469,64.87882995605469
-148.12867736816406,64.87889099121094,64.87889099121094
-148.07147216796875,64.87892150878906,64.87892150878906
-148.01426696777344,64.87893676757812,64.87893676757812
-147.95706176757812,64.87893676757812,64.87893676757812
-147.8998565673828,64.87890625,64.87890625
-147.8426513671875,64.87886047363281,64.87886047363281
-147.7854461669922,64.87879180908203,64.87879180908203
-147.72824096679688,64.87870025634766,64.87870025634766
-147.67103576660156,64.87858581542969,64.87858581542969
-147.61383056640625,64.87845611572266,64.87845611572266
-147.55662536621094,64.87830352783203,64.87830352783203
-147.49942016601562,64.87813568115234,64.87813568115234
-147.4422149658203,64.87793731689453,64.87793731689453
-148.52957153320312,64.90232849121094,64.90232849121094
-148.47232055664062,64.90251159667969,64.90251159667969
-148.41506958007812,64.90267181396484,64.90267181396484
-148.35781860351562,64.90281677246094,64.90281677246094
-148.30055236816406,64.9029312133789,64.9029312133789
-148.24330139160156,64.90303802490234,64.90303802490234
-148.18605041503906,64.90311431884766,64.90311431884766
-148.1287841796875,64.9031753540039,64.9031753540039
-148.071533203125,64.90321350097656,64.90321350097656
-148.0142822265625,64.90322875976562,64.90322875976562
-147.95701599121094,64.9032211303711,64.9032211303711
-147.89976501464844,64.9031982421875,64.9031982421875
-147.84251403808594,64.90314483642578,64.90314483642578
-147.78524780273438,64.903076171875,64.903076171875
-147.72799682617188,64.90298461914062,64.90298461914062
-147.67074584960938,64.90287780761719,64.90287780761719
-147.61349487304688,64.90274047851562,64.90274047851562
-147.5562286376953,64.90259552001953,64.90259552001953
-147.4989776611328,64.90242004394531,64.90242004394531
-147.4417266845703,64.9022216796875,64.9022216796875
-148.530029296875,64.92660522460938,64.92660522460938
-148.4727325439453,64.92679595947266,64.92679595947266
-148.41543579101562,64.92695617675781,64.92695617675781
-148.35812377929688,64.9271011352539,64.9271011352539
-148.3008270263672,64.9272232055664,64.9272232055664
-148.24351501464844,64.92732238769531,64.92732238769531
-148.1862030029297,64.92739868164062,64.92739868164062
-148.12890625,64.92745971679688,64.92745971679688
-148.07159423828125,64.927490234375,64.927490234375
-148.01429748535156,64.9275131225586,64.9275131225586
-147.9569854736328,64.92750549316406,64.92750549316406
-147.89967346191406,64.92748260498047,64.92748260498047
-147.84237670898438,64.92742919921875,64.92742919921875
-147.78506469726562,64.92736053466797,64.92736053466797
-147.72776794433594,64.92727661132812,64.92727661132812
-147.6704559326172,64.92716217041016,64.92716217041016
-147.6131591796875,64.9270248413086,64.9270248413086
-147.55584716796875,64.92687225341797,64.92687225341797
-147.49855041503906,64.92670440673828,64.92670440673828
-147.4412384033203,64.92650604248047,64.92650604248047
-148.53050231933594,64.95088958740234,64.95088958740234
-148.47314453125,64.9510726928711,64.9510726928711
-148.41578674316406,64.95123291015625,64.95123291015625
-148.3584442138672,64.95138549804688,64.95138549804688
-148.30108642578125,64.95150756835938,64.95150756835938
-148.2437286376953,64.95160675048828,64.95160675048828
-148.18637084960938,64.9516830444336,64.9516830444336
-148.12901306152344,64.95173645019531,64.95173645019531
-148.0716552734375,64.9517822265625,64.9517822265625
-148.01429748535156,64.95179748535156,64.95179748535156
-147.9569549560547,64.95178985595703,64.95178985595703
-147.89959716796875,64.9517593383789,64.9517593383789
-147.8422393798828,64.95171356201172,64.95171356201172
-147.78488159179688,64.95164489746094,64.95164489746094
-147.72752380371094,64.95155334472656,64.95155334472656
-147.670166015625,64.95144653320312,64.95144653320312
-147.61280822753906,64.95130920410156,64.95130920410156
-147.5554656982422,64.95115661621094,64.95115661621094
-147.49810791015625,64.95098114013672,64.95098114013672
-147.4407501220703,64.95079040527344,64.95079040527344
-148.5309600830078,64.97517395019531,64.97517395019531
-148.4735565185547,64.97535705566406,64.97535705566406
-148.41615295410156,64.97552490234375,64.97552490234375
-148.35874938964844,64.97566223144531,64.97566223144531
-148.3013458251953,64.97578430175781,64.97578430175781
-148.2439422607422,64.97588348388672,64.97588348388672
-148.18653869628906,64.97596740722656,64.97596740722656
-148.12913513183594,64.97602844238281,64.97602844238281
-148.07171630859375,64.97605895996094,64.97605895996094
-148.01431274414062,64.97607421875,64.97607421875
-147.9569091796875,64.97607421875,64.97607421875
-147.89950561523438,64.97604370117188,64.97604370117188
-147.84210205078125,64.97599792480469,64.97599792480469
-147.78469848632812,64.9759292602539,64.9759292602539
-147.72727966308594,64.97583770751953,64.97583770751953
-147.6698760986328,64.97572326660156,64.97572326660156
-147.6124725341797,64.97559356689453,64.97559356689453
-147.55506896972656,64.9754409790039,64.9754409790039
-147.49766540527344,64.97526550292969,64.97526550292969
-147.4402618408203,64.97506713867188,64.97506713867188
-148.5314178466797,64.99945068359375,64.99945068359375
-148.47396850585938,64.99964141845703,64.99964141845703
-148.41651916503906,64.99980163574219,64.99980163574219
-148.35906982421875,64.99994659423828,64.99994659423828
-148.30160522460938,65.00006866455078,65.00006866455078
-148.24415588378906,65.00016784667969,65.00016784667969
-148.1866912841797,65.000244140625,65.000244140625
-148.12924194335938,65.00030517578125,65.00030517578125
-148.07179260253906,65.0003433227539,65.0003433227539
-148.0143280029297,65.0003662109375,65.0003662109375
-147.95687866210938,65.00035095214844,65.00035095214844
-147.8994140625,65.00032806396484,65.00032806396484
-147.8419647216797,65.00028228759766,65.00028228759766
-147.7845001220703,65.00021362304688,65.00021362304688
-147.72705078125,65.0001220703125,65.0001220703125
-147.6696014404297,65.00000762939453,65.00000762939453
-147.6121368408203,64.9998779296875,64.9998779296875
-147.5546875,64.99972534179688,64.99972534179688
-147.4972381591797,64.99954986572266,64.99954986572266
-147.4397735595703,64.99935150146484,64.99935150146484
-148.53189086914062,65.02373504638672,65.02373504638672
-148.47438049316406,65.02391815185547,65.02391815185547
-148.41688537597656,65.02408599853516,65.02408599853516
-148.359375,65.02422332763672,65.02422332763672
-148.30186462402344,65.02435302734375,65.02435302734375
-148.24436950683594,65.02444458007812,65.02444458007812
-148.18685913085938,65.02452850341797,65.02452850341797
-148.1293487548828,65.02458953857422,65.02458953857422
-148.0718536376953,65.02462768554688,65.02462768554688
-148.01434326171875,65.02464294433594,65.02464294433594
-147.9568328857422,65.0246353149414,65.0246353149414
-147.89932250976562,65.02461242675781,65.02461242675781
-147.84182739257812,65.02456665039062,65.02456665039062
-147.78431701660156,65.02449035644531,65.02449035644531
-147.726806640625,65.02439880371094,65.02439880371094
-147.6693115234375,65.0242919921875,65.0242919921875
-147.61180114746094,65.02415466308594,65.02415466308594
-147.55429077148438,65.02400207519531,65.02400207519531
-147.49679565429688,65.02383422851562,65.02383422851562
-147.4392852783203,65.02363586425781,65.02363586425781
-148.5323486328125,65.04801940917969,65.04801940917969
-148.47479248046875,65.0481948852539,65.0481948852539
-148.41725158691406,65.04837036132812,65.04837036132812
-148.3596954345703,65.04850769042969,65.04850769042969
-148.30213928222656,65.04862976074219,65.04862976074219
-148.2445831298828,65.0487289428711,65.0487289428711
-148.18702697753906,65.04881286621094,65.04881286621094
-148.1294708251953,65.04886627197266,65.04886627197266
-148.07191467285156,65.04890441894531,65.04890441894531
-148.0143585205078,65.04891967773438,65.04891967773438
-147.95680236816406,65.04891967773438,65.04891967773438
-147.8992462158203,65.04888916015625,65.04888916015625
-147.84169006347656,65.04884338378906,65.04884338378906
-147.7841339111328,65.04876708984375,65.04876708984375
-147.72657775878906,65.0486831665039,65.0486831665039
-147.6690216064453,65.04856872558594,65.04856872558594
-147.61146545410156,65.04843139648438,65.04843139648438
-147.5539093017578,65.04827880859375,65.04827880859375
-147.49635314941406,65.04811096191406,65.04811096191406
-147.4387969970703,65.04791259765625,65.04791259765625
-148.53282165527344,65.07229614257812,65.07229614257812
-148.4752197265625,65.07247924804688,65.07247924804688
-148.41761779785156,65.07264709472656,65.07264709472656
-148.36000061035156,65.07278442382812,65.07278442382812
-148.30239868164062,65.07290649414062,65.07290649414062
-148.2447967529297,65.07301330566406,65.07301330566406
-148.18719482421875,65.07308959960938,65.07308959960938
-148.12957763671875,65.07315063476562,65.07315063476562
-148.0719757080078,65.07318115234375,65.07318115234375
-148.01437377929688,65.07320404052734,65.07320404052734
-147.95675659179688,65.07319641113281,65.07319641113281
-147.89915466308594,65.07316589355469,65.07316589355469
-147.841552734375,65.0731201171875,65.0731201171875
-147.783935546875,65.07305145263672,65.07305145263672
-147.72633361816406,65.07295989990234,65.07295989990234
-147.66873168945312,65.07284545898438,65.07284545898438
-147.61111450195312,65.07271575927734,65.07271575927734
-147.5535125732422,65.07256317138672,65.07256317138672
-147.49591064453125,65.0723876953125,65.0723876953125
-147.4383087158203,65.07218933105469,65.07218933105469
-148.5332794189453,65.09657287597656,65.09657287597656
-148.4756317138672,65.09675598144531,65.09675598144531
-148.41798400878906,65.096923828125,65.096923828125
-148.36032104492188,65.09706115722656,65.09706115722656
-148.3026580810547,65.09718322753906,65.09718322753906
-148.24501037597656,65.0972900390625,65.0972900390625
-148.18734741210938,65.09736633300781,65.09736633300781
-148.12969970703125,65.09742736816406,65.09742736816406
-148.07203674316406,65.09745788574219,65.09745788574219
-148.01437377929688,65.09748077392578,65.09748077392578
-147.95672607421875,65.09747314453125,65.09747314453125
-147.89906311035156,65.09745025634766,65.09745025634766
-147.84140014648438,65.09739685058594,65.09739685058594
-147.78375244140625,65.09732818603516,65.09732818603516
-147.72608947753906,65.09724426269531,65.09724426269531
-147.66844177246094,65.09712982177734,65.09712982177734
-147.61077880859375,65.09699249267578,65.09699249267578
-147.55313110351562,65.09683990478516,65.09683990478516
-147.49546813964844,65.09666442871094,65.09666442871094
-147.4378204345703,65.09646606445312,65.09646606445312
-148.53375244140625,65.120849609375,65.120849609375
-148.47604370117188,65.12103271484375,65.12103271484375
-148.41835021972656,65.12120056152344,65.12120056152344
-148.3606414794922,65.121337890625,65.121337890625
-148.3029327392578,65.1214599609375,65.1214599609375
-148.24522399902344,65.12156677246094,65.12156677246094
-148.18751525878906,65.12164306640625,65.12164306640625
-148.1298065185547,65.1217041015625,65.1217041015625
-148.0720977783203,65.12174224853516,65.12174224853516
-148.01438903808594,65.12175750732422,65.12175750732422
-147.95668029785156,65.12174987792969,65.12174987792969
-147.8989715576172,65.12171936035156,65.12171936035156
-147.8412628173828,65.12167358398438,65.12167358398438
-147.78355407714844,65.1216049194336,65.1216049194336
-147.72584533691406,65.12152099609375,65.12152099609375
-147.66815185546875,65.12139892578125,65.12139892578125
-147.61044311523438,65.12126922607422,65.12126922607422
-147.552734375,65.1211166381836,65.1211166381836
-147.49502563476562,65.12094116210938,65.12094116210938
-147.43731689453125,65.12074279785156,65.12074279785156
-148.5342254638672,65.1451187133789,65.1451187133789
-148.47647094726562,65.14530944824219,65.14530944824219
-148.41871643066406,65.14547729492188,65.14547729492188
-148.36094665527344,65.14562225341797,65.14562225341797
-148.30319213867188,65.14573669433594,65.14573669433594
-148.2454376220703,65.14584350585938,65.14584350585938
-148.18768310546875,65.14591979980469,65.14591979980469
-148.1299285888672,65.14598083496094,65.14598083496094
-148.07215881347656,65.1460189819336,65.1460189819336
-148.014404296875,65.14603424072266,65.14603424072266
-147.95664978027344,65.14602661132812,65.14602661132812
-147.8988800048828,65.14600372314453,65.14600372314453
-147.84112548828125,65.14595031738281,65.14595031738281
-147.7833709716797,65.14588165283203,65.14588165283203
-147.72561645507812,65.14579772949219,65.14579772949219
-147.66786193847656,65.14568328857422,65.14568328857422
-147.61009216308594,65.14555358886719,65.14555358886719
-147.55233764648438,65.14539337158203,65.14539337158203
-147.4945831298828,65.14521789550781,65.14521789550781
-147.43682861328125,65.14501953125,65.14501953125
